matrix,method,rank,error,time
G12,Deterministic SVD,10,0.9811948877242171,0.21773266792297363
G12,Weighted Ensemble,10,0.9891599971693154,0.6657979488372803
G12,Hybrid SVD-Ensemble,10,0.9872429705168668,0.4921748638153076
G12,Matrix-Adaptive,10,1.0091766445969703,1.0476844310760498
G12,Deterministic SVD,20,0.9631773850492176,0.21833181381225586
G12,Weighted Ensemble,20,0.9774008901162307,2.697261095046997
G12,Hybrid SVD-Ensemble,20,0.9748536702420689,0.568242073059082
G12,Matrix-Adaptive,20,1.0063567234709982,0.008988142013549805
G12,Deterministic SVD,30,0.9453282076625011,0.21299362182617188
G12,Weighted Ensemble,30,0.9667923768834754,6.363414287567139
G12,Hybrid SVD-Ensemble,30,0.9625796705725318,1.0377774238586426
G12,Matrix-Adaptive,30,0.9872321498687324,0.012233734130859375
G12,Deterministic SVD,40,0.9277050134030111,0.23313689231872559
G12,Weighted Ensemble,40,0.9560661587986471,12.480461120605469
G12,Hybrid SVD-Ensemble,40,0.9503127552842855,0.8161792755126953
G12,Matrix-Adaptive,40,0.9700719792510442,0.015315771102905273
G12,Deterministic SVD,50,0.9101676991346291,0.22866034507751465
G12,Weighted Ensemble,50,0.9448875594482128,19.776440382003784
G12,Hybrid SVD-Ensemble,50,0.9386087306214839,0.9971616268157959
G12,Matrix-Adaptive,50,1.0278508309989305,0.020277023315429688
G12,Deterministic SVD,60,0.8927848776205369,0.24553489685058594
G12,Weighted Ensemble,60,0.9339097922176424,30.05144429206848
G12,Hybrid SVD-Ensemble,60,0.9274450816745502,1.1874616146087646
G12,Matrix-Adaptive,60,1.0817323018380192,0.044527530670166016
G12,Deterministic SVD,70,0.8753619529248078,0.2467644214630127
G12,Weighted Ensemble,70,0.9226321043622967,44.40213966369629
G12,Hybrid SVD-Ensemble,70,0.916349610801417,1.7280058860778809
G12,Matrix-Adaptive,70,1.3282992525589001,0.07514739036560059
G12,Deterministic SVD,80,0.8584595683202128,0.25623154640197754
G12,Weighted Ensemble,80,0.9112148484303798,68.36287069320679
G12,Hybrid SVD-Ensemble,80,0.9049552101320316,2.5526883602142334
G12,Matrix-Adaptive,80,1.316426172513779,0.08632326126098633
G12,Deterministic SVD,90,0.8415668956786178,0.3080480098724365
G12,Weighted Ensemble,90,0.8989577298182602,89.37437582015991
G12,Hybrid SVD-Ensemble,90,0.8937920123513393,3.45320200920105
G12,Matrix-Adaptive,90,2.0525495642853664,0.10833334922790527
G12,Deterministic SVD,100,0.8247181702753823,0.29204726219177246
G12,Weighted Ensemble,100,0.8868835887533381,121.12538361549377
G12,Hybrid SVD-Ensemble,100,0.8826599328924837,5.059552192687988
G12,Matrix-Adaptive,100,2.1437935439350473,0.21027588844299316
G13,Deterministic SVD,10,0.9806061277435512,0.3210446834564209
G13,Weighted Ensemble,10,0.9890020222426241,1.5225441455841064
G13,Hybrid SVD-Ensemble,10,0.9870238349444104,0.718865156173706
G13,Matrix-Adaptive,10,0.9924891547126458,0.04070925712585449
G13,Deterministic SVD,20,0.9619212244743519,0.3264594078063965
G13,Weighted Ensemble,20,0.9777205633513084,4.281370639801025
G13,Hybrid SVD-Ensemble,20,0.9743071579959713,0.8238832950592041
G13,Matrix-Adaptive,20,1.0049688851316005,0.029419422149658203
G13,Deterministic SVD,30,0.9436893662810674,0.31745243072509766
G13,Weighted Ensemble,30,0.9669539802906858,10.381172895431519
G13,Hybrid SVD-Ensemble,30,0.9617537757112958,0.9575762748718262
G13,Matrix-Adaptive,30,0.9948583603058868,0.025232791900634766
G13,Deterministic SVD,40,0.9256959480359688,0.3229358196258545
G13,Weighted Ensemble,40,0.9554122147010682,18.72977590560913
G13,Hybrid SVD-Ensemble,40,0.9494932194591987,1.0931217670440674
G13,Matrix-Adaptive,40,1.0086823801506186,0.03595161437988281
G13,Deterministic SVD,50,0.9079995615554542,0.31144046783447266
G13,Weighted Ensemble,50,0.9443913383762051,30.06974744796753
G13,Hybrid SVD-Ensemble,50,0.9376646117753663,1.2925012111663818
G13,Matrix-Adaptive,50,1.014751046318804,0.04609942436218262
G13,Deterministic SVD,60,0.8905703344909366,0.31372880935668945
G13,Weighted Ensemble,60,0.933072880326076,44.30254364013672
G13,Hybrid SVD-Ensemble,60,0.9257968674902496,1.4711260795593262
G13,Matrix-Adaptive,60,1.2641042768039035,0.05186653137207031
G13,Deterministic SVD,70,0.8734064998335251,0.31458497047424316
G13,Weighted Ensemble,70,0.9214458746991057,64.6791603565216
G13,Hybrid SVD-Ensemble,70,0.9142464503232002,2.1769261360168457
G13,Matrix-Adaptive,70,2.0180297771683464,0.09787845611572266
G13,Deterministic SVD,80,0.8563312240441243,0.3319437503814697
G13,Weighted Ensemble,80,0.909154827298409,83.93478584289551
G13,Hybrid SVD-Ensemble,80,0.9027197923249586,2.949528694152832
G13,Matrix-Adaptive,80,1.682061339918054,0.12546014785766602
G13,Deterministic SVD,90,0.8393488903384945,0.3214259147644043
G13,Weighted Ensemble,90,0.8973920547898783,109.24452781677246
G13,Hybrid SVD-Ensemble,90,0.8918075836196844,4.104304552078247
G13,Matrix-Adaptive,90,1.4062091042982583,0.14809656143188477
G13,Deterministic SVD,100,0.8224331134546634,0.3339564800262451
G13,Weighted Ensemble,100,0.8854730374212418,136.08824062347412
G13,Hybrid SVD-Ensemble,100,0.8807720623742034,5.098342657089233
G13,Matrix-Adaptive,100,6.842209160651222,0.1683063507080078
G14,Deterministic SVD,10,0.9067967985596675,0.30141687393188477
G14,Weighted Ensemble,10,0.970308142087759,0.9413490295410156
G14,Hybrid SVD-Ensemble,10,0.933740271495105,0.6946694850921631
G14,Matrix-Adaptive,10,1.1412948592537095,0.030338525772094727
G14,Deterministic SVD,20,0.8561916771389737,0.5171573162078857
G14,Weighted Ensemble,20,0.9533064004972424,4.4770238399505615
G14,Hybrid SVD-Ensemble,20,0.9002320347102409,0.8247799873352051
G14,Matrix-Adaptive,20,2.5177203527525496,0.01663994789123535
G14,Deterministic SVD,30,0.8146695617871875,0.3297843933105469
G14,Weighted Ensemble,30,0.9370305024823917,12.800633907318115
G14,Hybrid SVD-Ensemble,30,0.8722997572714448,1.2645623683929443
G14,Matrix-Adaptive,30,4.701784870032371,0.041610002517700195
G14,Deterministic SVD,40,0.7785229933205559,0.8131227493286133
G14,Weighted Ensemble,40,0.9163096035454694,23.503271341323853
G14,Hybrid SVD-Ensemble,40,0.84811608609816,1.0136353969573975
G14,Matrix-Adaptive,40,535.6665787260051,0.01973104476928711
G14,Deterministic SVD,50,0.7471046581577814,0.28430747985839844
G14,Weighted Ensemble,50,0.9013641692753522,37.37334656715393
G14,Hybrid SVD-Ensemble,50,0.8268223054537717,1.1672687530517578
G14,Matrix-Adaptive,50,33.06589555600788,0.0432431697845459
G14,Deterministic SVD,60,0.7194690941081535,0.27859044075012207
G14,Weighted Ensemble,60,0.8840724798591933,66.13123536109924
G14,Hybrid SVD-Ensemble,60,0.8075440223739137,3.4564871788024902
G14,Matrix-Adaptive,60,11.352902955567204,0.06449174880981445
G14,Deterministic SVD,70,0.6940591709149398,0.40707993507385254
G14,Weighted Ensemble,70,0.8689940323968606,110.53198957443237
G14,Hybrid SVD-Ensemble,70,0.7901667361103051,2.088449239730835
G14,Matrix-Adaptive,70,11.381947573474124,0.10263967514038086
G14,Deterministic SVD,80,0.6704068041560335,0.288707971572876
G14,Weighted Ensemble,80,0.8519936688065052,134.797283411026
G14,Hybrid SVD-Ensemble,80,0.7746103528348844,2.9062228202819824
G14,Matrix-Adaptive,80,36.954148121035516,0.14719653129577637
G14,Deterministic SVD,90,0.6482969785142563,0.33999085426330566
G14,Weighted Ensemble,90,0.8378816794727417,178.0550742149353
G14,Hybrid SVD-Ensemble,90,0.7599523147514418,3.938708543777466
G14,Matrix-Adaptive,90,10.644710081315464,0.13854765892028809
G14,Deterministic SVD,100,0.6274247769191106,0.3461775779724121
G14,Weighted Ensemble,100,0.8241073704440766,242.44692015647888
G14,Hybrid SVD-Ensemble,100,0.7459156991647915,4.82409930229187
G14,Matrix-Adaptive,100,7.309330131448597,0.1596691608428955
G15,Deterministic SVD,10,0.9048217070333124,0.27021265029907227
G15,Weighted Ensemble,10,0.9693908645842014,0.8937215805053711
G15,Hybrid SVD-Ensemble,10,0.9332256075683858,0.6636624336242676
G15,Matrix-Adaptive,10,1.2160386870592041,0.0216217041015625
G15,Deterministic SVD,20,0.8528184723814669,0.3154008388519287
G15,Weighted Ensemble,20,0.9520044456699813,4.697543144226074
G15,Hybrid SVD-Ensemble,20,0.8970898544786052,0.7526810169219971
G15,Matrix-Adaptive,20,1.584971553563909,0.013871908187866211
G15,Deterministic SVD,30,0.8103260324808856,0.2866981029510498
G15,Weighted Ensemble,30,0.9339381057118487,12.534554958343506
G15,Hybrid SVD-Ensemble,30,0.8690687664568887,0.8768246173858643
G15,Matrix-Adaptive,30,2.9767313154659054,0.015164613723754883
G15,Deterministic SVD,40,0.7741928431374634,0.29027676582336426
G15,Weighted Ensemble,40,0.915646367918988,24.54922866821289
G15,Hybrid SVD-Ensemble,40,0.8443766017179651,1.0180079936981201
G15,Matrix-Adaptive,40,31.213613101384148,0.027950286865234375
G15,Deterministic SVD,50,0.7428625160979955,0.27968454360961914
G15,Weighted Ensemble,50,0.9000033065405688,38.81421756744385
G15,Hybrid SVD-Ensemble,50,0.8232176175376908,1.1737537384033203
G15,Matrix-Adaptive,50,25.871944842160364,0.04746747016906738
G15,Deterministic SVD,60,0.7143561067826353,0.30157470703125
G15,Weighted Ensemble,60,0.8826898008162479,64.42250752449036
G15,Hybrid SVD-Ensemble,60,0.8040239512692818,1.4008839130401611
G15,Matrix-Adaptive,60,24.342514464903335,0.04735445976257324
G15,Deterministic SVD,70,0.6884543728426659,0.28269362449645996
G15,Weighted Ensemble,70,0.8655167786687393,99.33512449264526
G15,Hybrid SVD-Ensemble,70,0.7865311167479857,2.228800058364868
G15,Matrix-Adaptive,70,80.45925544587286,0.12149357795715332
G15,Deterministic SVD,80,0.6648619700132354,0.3261537551879883
G15,Weighted Ensemble,80,0.8500777201267489,135.7244062423706
G15,Hybrid SVD-Ensemble,80,0.7704040384591148,3.2686667442321777
G15,Matrix-Adaptive,80,5819.418564015545,0.12338018417358398
G15,Deterministic SVD,90,0.6428661736627889,0.3287501335144043
G15,Weighted Ensemble,90,0.8340017440702168,183.36501812934875
G15,Hybrid SVD-Ensemble,90,0.7558227570306938,4.155333042144775
G15,Matrix-Adaptive,90,26.385515229478685,0.1481626033782959
G15,Deterministic SVD,100,0.6224835861554355,0.3469662666320801
G15,Weighted Ensemble,100,0.8188574606201695,234.28423714637756
G15,Hybrid SVD-Ensemble,100,0.7420548312964801,5.301441669464111
G15,Matrix-Adaptive,100,16.464503269393308,0.20088458061218262
G2,Deterministic SVD,10,0.9472009877036545,0.2760508060455322
G2,Weighted Ensemble,10,0.9736312746045543,0.9750485420227051
G2,Hybrid SVD-Ensemble,10,0.9610913616588267,0.6867246627807617
G2,Matrix-Adaptive,10,12.529804400961648,0.020030975341796875
G2,Deterministic SVD,20,0.9246614734857037,0.300915002822876
G2,Weighted Ensemble,20,0.9564296126352105,5.320859432220459
G2,Hybrid SVD-Ensemble,20,0.9450125075756288,0.8227903842926025
G2,Matrix-Adaptive,20,23.012651357464797,0.010724067687988281
G2,Deterministic SVD,30,0.902837094771877,0.29417943954467773
G2,Weighted Ensemble,30,0.9421206108367708,14.469926118850708
G2,Hybrid SVD-Ensemble,30,0.9298257528720351,0.9179205894470215
G2,Matrix-Adaptive,30,10.137014170482983,0.016670942306518555
G2,Deterministic SVD,40,0.8815786785184972,0.3028593063354492
G2,Weighted Ensemble,40,0.9282319464305316,28.464269876480103
G2,Hybrid SVD-Ensemble,40,0.9151617394439081,1.1133956909179688
G2,Matrix-Adaptive,40,17.817135202495297,0.03315925598144531
G2,Deterministic SVD,50,0.8609955722151028,0.3034353256225586
G2,Weighted Ensemble,50,0.9157273142096417,47.547099113464355
G2,Hybrid SVD-Ensemble,50,0.9010016544310809,1.3095829486846924
G2,Matrix-Adaptive,50,25.414938867026972,0.0504608154296875
G2,Deterministic SVD,60,0.8409209579333367,0.32068538665771484
G2,Weighted Ensemble,60,0.9029695269506157,73.88008785247803
G2,Hybrid SVD-Ensemble,60,0.8876827383040194,1.6158397197723389
G2,Matrix-Adaptive,60,8.67408072185362,0.06517434120178223
G2,Deterministic SVD,70,0.8213341581381034,0.33420753479003906
G2,Weighted Ensemble,70,0.89043781761708,136.22497081756592
G2,Hybrid SVD-Ensemble,70,0.874457014133123,2.404186964035034
G2,Matrix-Adaptive,70,12.334524336618907,0.12160158157348633
G2,Deterministic SVD,80,0.8021447036250652,0.33134889602661133
G2,Weighted Ensemble,80,0.8780185404770021,152.01012992858887
G2,Hybrid SVD-Ensemble,80,0.8614907285698776,3.3197240829467773
G2,Matrix-Adaptive,80,1172.5691831535808,0.1341397762298584
G2,Deterministic SVD,90,0.783175629061058,0.31082844734191895
G2,Weighted Ensemble,90,0.8657394070296796,210.60260200500488
G2,Hybrid SVD-Ensemble,90,0.8488604285014558,4.6109395027160645
G2,Matrix-Adaptive,90,33.281463495831915,0.14881467819213867
G2,Deterministic SVD,100,0.7645614850571333,0.30921268463134766
G2,Weighted Ensemble,100,0.8538243071775491,259.90367555618286
G2,Hybrid SVD-Ensemble,100,0.836524679452896,6.010024547576904
G2,Matrix-Adaptive,100,89.01685295406395,0.18518424034118652
G3,Deterministic SVD,10,0.9471976333438284,0.3215608596801758
G3,Weighted Ensemble,10,0.9743494614978881,1.0331532955169678
G3,Hybrid SVD-Ensemble,10,0.9608799917881956,0.783071756362915
G3,Matrix-Adaptive,10,4.0430767302452475,0.010745525360107422
G3,Deterministic SVD,20,0.9248646156277851,0.33841633796691895
G3,Weighted Ensemble,20,0.9577683974014166,5.66668176651001
G3,Hybrid SVD-Ensemble,20,0.94524291179931,0.877335786819458
G3,Matrix-Adaptive,20,21.365698737046536,0.017149686813354492
G3,Deterministic SVD,30,0.9030768186748835,0.33510661125183105
G3,Weighted Ensemble,30,0.9430105412494695,18.70169973373413
G3,Hybrid SVD-Ensemble,30,0.9302298987984762,0.9257247447967529
G3,Matrix-Adaptive,30,24.025294983729356,0.02960205078125
G3,Deterministic SVD,40,0.8819091279636786,0.30372142791748047
G3,Weighted Ensemble,40,0.9295103544128713,29.836451053619385
G3,Hybrid SVD-Ensemble,40,0.9157050731911786,1.1265649795532227
G3,Matrix-Adaptive,40,15.23303600869965,0.03574728965759277
G3,Deterministic SVD,50,0.8613675336056141,0.31537485122680664
G3,Weighted Ensemble,50,0.9172752711897038,49.88660669326782
G3,Hybrid SVD-Ensemble,50,0.9015609182767472,1.360985517501831
G3,Matrix-Adaptive,50,15.680665968777676,0.03675103187561035
G3,Deterministic SVD,60,0.8412806563427176,0.32306408882141113
G3,Weighted Ensemble,60,0.904323845154801,77.1321918964386
G3,Hybrid SVD-Ensemble,60,0.8879355822607429,1.7163360118865967
G3,Matrix-Adaptive,60,23.800904471713356,0.06100106239318848
G3,Deterministic SVD,70,0.8215806677378252,0.3219738006591797
G3,Weighted Ensemble,70,0.8921053859640801,115.68186473846436
G3,Hybrid SVD-Ensemble,70,0.8747547355714187,2.4024243354797363
G3,Matrix-Adaptive,70,83.98431036572573,0.11762547492980957
G3,Deterministic SVD,80,0.8022986988792263,0.3456873893737793
G3,Weighted Ensemble,80,0.8800544185429403,155.90711784362793
G3,Hybrid SVD-Ensemble,80,0.8619092757555394,3.4815752506256104
G3,Matrix-Adaptive,80,16.07196086825268,0.14264130592346191
G3,Deterministic SVD,90,0.7834140447762405,0.3407325744628906
G3,Weighted Ensemble,90,0.8677591374683902,198.88611507415771
G3,Hybrid SVD-Ensemble,90,0.8493508922739168,4.631371974945068
G3,Matrix-Adaptive,90,652.753023431034,0.1816880702972412
G3,Deterministic SVD,100,0.7647677791841682,0.34029483795166016
G3,Weighted Ensemble,100,0.8554182426748529,265.4410936832428
G3,Hybrid SVD-Ensemble,100,0.8370544452627907,5.9390175342559814
G3,Matrix-Adaptive,100,16.18856204387231,0.18332624435424805
G4,Deterministic SVD,10,0.9470342482994604,0.3257637023925781
G4,Weighted Ensemble,10,0.9731376569757525,1.0367381572723389
G4,Hybrid SVD-Ensemble,10,0.960778900240236,0.7319817543029785
G4,Matrix-Adaptive,10,17.854659941030143,0.011578798294067383
G4,Deterministic SVD,20,0.9246977969586118,0.3256347179412842
G4,Weighted Ensemble,20,0.9562600683913076,5.367747783660889
G4,Hybrid SVD-Ensemble,20,0.9449816042802278,0.8659076690673828
G4,Matrix-Adaptive,20,16.868524957517472,0.034754037857055664
G4,Deterministic SVD,30,0.903016882784566,0.32721900939941406
G4,Weighted Ensemble,30,0.9419783485396287,14.206593990325928
G4,Hybrid SVD-Ensemble,30,0.9298585775513251,1.0268146991729736
G4,Matrix-Adaptive,30,6.2960839088787415,0.25789451599121094
G4,Deterministic SVD,40,0.8818156973907122,0.5883839130401611
G4,Weighted Ensemble,40,0.9290298960800348,27.27145290374756
G4,Hybrid SVD-Ensemble,40,0.9153220148398543,1.1622700691223145
G4,Matrix-Adaptive,40,22.57710172604632,0.03404116630554199
G4,Deterministic SVD,50,0.86128397265508,0.3202970027923584
G4,Weighted Ensemble,50,0.9164884059890523,45.987364530563354
G4,Hybrid SVD-Ensemble,50,0.9011492024719779,1.3983654975891113
G4,Matrix-Adaptive,50,11.550993993655089,0.0432133674621582
G4,Deterministic SVD,60,0.841199510570601,0.32859110832214355
G4,Weighted Ensemble,60,0.9043477316164404,72.74805116653442
G4,Hybrid SVD-Ensemble,60,0.8875799863812958,2.5464272499084473
G4,Matrix-Adaptive,60,58.02661608752706,0.04978322982788086
G4,Deterministic SVD,70,0.8215261577326615,0.38422489166259766
G4,Weighted Ensemble,70,0.8918433431049958,111.29024481773376
G4,Hybrid SVD-Ensemble,70,0.8743083098615593,2.3885693550109863
G4,Matrix-Adaptive,70,92.39551739613138,0.11539268493652344
G4,Deterministic SVD,80,0.8022272286370831,0.33257269859313965
G4,Weighted Ensemble,80,0.8793119360820558,145.87545776367188
G4,Hybrid SVD-Ensemble,80,0.8614085514556934,3.4191813468933105
G4,Matrix-Adaptive,80,12.609348200660266,0.1382589340209961
G4,Deterministic SVD,90,0.7832732016331487,0.3344383239746094
G4,Weighted Ensemble,90,0.8675107641411162,195.8059103488922
G4,Hybrid SVD-Ensemble,90,0.8489055643331063,4.608743190765381
G4,Matrix-Adaptive,90,35.702767575158255,0.16208481788635254
G4,Deterministic SVD,100,0.7646207746805921,0.3426787853240967
G4,Weighted Ensemble,100,0.8551030113246794,250.9040493965149
G4,Hybrid SVD-Ensemble,100,0.8365461926205198,5.983701705932617
G4,Matrix-Adaptive,100,72.43770175748452,0.21175074577331543
G5,Deterministic SVD,10,0.9469708348156973,0.29175567626953125
G5,Weighted Ensemble,10,0.9745198368858552,0.9782407283782959
G5,Hybrid SVD-Ensemble,10,0.9610318333593899,0.7026717662811279
G5,Matrix-Adaptive,10,9.31208525158427,0.01419830322265625
G5,Deterministic SVD,20,0.9244444624568274,0.30457091331481934
G5,Weighted Ensemble,20,0.9569977886128856,5.459438800811768
G5,Hybrid SVD-Ensemble,20,0.9452319732224698,0.8047683238983154
G5,Matrix-Adaptive,20,14.393414333028527,0.016086101531982422
G5,Deterministic SVD,30,0.9028178646161662,0.4485964775085449
G5,Weighted Ensemble,30,0.9428354396117284,15.457839727401733
G5,Hybrid SVD-Ensemble,30,0.9301928463756262,1.0357387065887451
G5,Matrix-Adaptive,30,12.282396748763796,0.034209489822387695
G5,Deterministic SVD,40,0.8817628137957819,0.3389599323272705
G5,Weighted Ensemble,40,0.9298120021958158,29.63207697868347
G5,Hybrid SVD-Ensemble,40,0.9156142228633518,1.2278695106506348
G5,Matrix-Adaptive,40,59.51569143653389,0.10023093223571777
G5,Deterministic SVD,50,0.861311052734044,0.42354393005371094
G5,Weighted Ensemble,50,0.91700691753394,47.640536308288574
G5,Hybrid SVD-Ensemble,50,0.9013979383630535,1.3589706420898438
G5,Matrix-Adaptive,50,39.32749668573311,0.03995847702026367
G5,Deterministic SVD,60,0.8413014985280888,0.33991241455078125
G5,Weighted Ensemble,60,0.9048753120699983,113.05818104743958
G5,Hybrid SVD-Ensemble,60,0.8877932845852183,2.472269058227539
G5,Matrix-Adaptive,60,6.946844265657012,0.05352354049682617
G5,Deterministic SVD,70,0.8216557875685032,0.5456233024597168
G5,Weighted Ensemble,70,0.892787257219657,125.67522644996643
G5,Hybrid SVD-Ensemble,70,0.8746793008900372,2.478029727935791
G5,Matrix-Adaptive,70,29.01007220329679,0.1470654010772705
G5,Deterministic SVD,80,0.8023625096414667,0.3614768981933594
G5,Weighted Ensemble,80,0.8803585793993409,155.24100351333618
G5,Hybrid SVD-Ensemble,80,0.8617821378805199,3.368839979171753
G5,Matrix-Adaptive,80,198.55262288526413,0.13356256484985352
G5,Deterministic SVD,90,0.7834255448672951,0.32506608963012695
G5,Weighted Ensemble,90,0.8680646011099395,237.46883296966553
G5,Hybrid SVD-Ensemble,90,0.8492243153965626,4.743385314941406
G5,Matrix-Adaptive,90,12.400245982839635,0.17472505569458008
G5,Deterministic SVD,100,0.7648573662873124,0.3366265296936035
G5,Weighted Ensemble,100,0.8554669791422579,319.19001746177673
G5,Hybrid SVD-Ensemble,100,0.8367570135978536,6.461278915405273
G5,Matrix-Adaptive,100,16.06416591585542,0.18714046478271484
